feature,coefficient,absolute_coefficient,selected
ZNF44 (51710),0.019407984407793493,0.019407984407793493,True
HSD17B3 (3293),-0.01939151829151809,0.01939151829151809,True
TNFAIP8 (25816),-0.01932417907141854,0.01932417907141854,True
LYL1 (4066),-0.019086483237221105,0.019086483237221105,True
MATK (4145),0.01904318966635455,0.01904318966635455,True
ZFYVE9 (9372),0.01892750312910019,0.01892750312910019,True
FLI1 (2313),0.018924445603893246,0.018924445603893246,True
MELTF (4241),-0.018697589232423168,0.018697589232423168,True
AVP (551),-0.01861876567400748,0.01861876567400748,True
FOLH1 (2346),0.018273595868421512,0.018273595868421512,True
RGS5 (8490),-0.01825822076779,0.01825822076779,True
NES (10763),-0.018134574129426803,0.018134574129426803,True
TAL2 (6887),-0.018127574107417485,0.018127574107417485,True
CELA3B (23436),-0.017908513853627732,0.017908513853627732,True
ANKRD65 (441869),-0.017537031239454923,0.017537031239454923,True
USP28 (57646),0.017404171222643226,0.017404171222643226,True
ZNF649 (65251),0.0173995170900309,0.0173995170900309,True
RTP3 (83597),0.017392813940673248,0.017392813940673248,True
PRPS1L1 (221823),0.017385534116833773,0.017385534116833773,True
PTPRD (5789),0.017370333396332708,0.017370333396332708,True
PHLDA1 (22822),-0.017139716938403767,0.017139716938403767,True
NARS2 (79731),0.01688150063779519,0.01688150063779519,True
PRR5L (79899),0.016871678812673246,0.016871678812673246,True
ZFPM2 (23414),0.01675803534864344,0.01675803534864344,True
GPHN (10243),-0.016670541768204226,0.016670541768204226,True
DUSP23 (54935),0.016415720575030844,0.016415720575030844,True
MINAR1 (23251),0.016202634017628986,0.016202634017628986,True
BRWD1 (54014),0.015903684179360375,0.015903684179360375,True
ZNF841 (284371),0.01571154631208987,0.01571154631208987,True
CTNNA3 (29119),0.015401195988122736,0.015401195988122736,True
NBPF10 (100132406),0.015339255480043357,0.015339255480043357,True
MSX1 (4487),0.015186444938135406,0.015186444938135406,True
SLC6A13 (6540),0.015181880332962845,0.015181880332962845,True
STRA6 (64220),-0.015059850376253599,0.015059850376253599,True
OR14A2 (388761),0.015020858630954967,0.015020858630954967,True
NCBP2L (392517),0.014924999323401127,0.014924999323401127,True
MFAP5 (8076),0.01486882998394646,0.01486882998394646,True
PTCRA (171558),-0.0148682634937955,0.0148682634937955,True
ANXA2R (389289),0.014807365603302081,0.014807365603302081,True
TAFA2 (338811),-0.014803194539391027,0.014803194539391027,True
GALP (85569),0.014619596346219826,0.014619596346219826,True
REG4 (83998),-0.014559404199927014,0.014559404199927014,True
IPMK (253430),0.014553520237993691,0.014553520237993691,True
LRRC14B (389257),0.014526956956448437,0.014526956956448437,True
MORN5 (254956),0.014202266228161559,0.014202266228161559,True
REN (5972),-0.014007075902470056,0.014007075902470056,True
LDOC1 (23641),0.01358412586117281,0.01358412586117281,True
ATP5MC1 (516),0.013581951403868413,0.013581951403868413,True
NELL2 (4753),0.013560986494659866,0.013560986494659866,True
SMIM23 (644994),-0.013451812288393657,0.013451812288393657,True
EREG (2069),-0.013382306783322376,0.013382306783322376,True
CIMAP1C (161753),-0.013356881192154897,0.013356881192154897,True
SULF1 (23213),0.013200118553012983,0.013200118553012983,True
FBXO7 (25793),-0.013126330389308136,0.013126330389308136,True
ASB2 (51676),-0.013101288027343873,0.013101288027343873,True
MGME1 (92667),-0.012969960775313955,0.012969960775313955,True
MACROD2 (140733),0.012860544823394408,0.012860544823394408,True
PYCR1 (5831),0.012848170547374924,0.012848170547374924,True
SLC51B (123264),-0.012835526698040124,0.012835526698040124,True
GABRG2 (2566),0.012741262721243604,0.012741262721243604,True
CST2 (1470),-0.012690315367307956,0.012690315367307956,True
YIF1A (10897),0.01267152688684075,0.01267152688684075,True
MYEOV (26579),-0.012660434179167467,0.012660434179167467,True
NDRG2 (57447),-0.012614021016049252,0.012614021016049252,True
DLX4 (1748),0.012524521462635513,0.012524521462635513,True
NIPAL4 (348938),-0.012511246353579744,0.012511246353579744,True
SCCPDH (51097),-0.01249472692038674,0.01249472692038674,True
PM20D1 (148811),-0.012482054686873752,0.012482054686873752,True
MAP1LC3A (84557),0.012459485040611045,0.012459485040611045,True
ADH7 (131),0.0122011960169974,0.0122011960169974,True
MEIS2 (4212),-0.012048630783180388,0.012048630783180388,True
NT5C (30833),-0.012048210242731656,0.012048210242731656,True
BMP10 (27302),-0.011793657307018098,0.011793657307018098,True
RYR2 (6262),0.011687303452197425,0.011687303452197425,True
SHOX2 (6474),-0.011662668927909053,0.011662668927909053,True
GAD1 (2571),-0.011528003567324033,0.011528003567324033,True
FAM156A (29057),0.011446322717855211,0.011446322717855211,True
GAGE12G (645073),0.01114103105921438,0.01114103105921438,True
CNTNAP3 (79937),-0.011126563312824002,0.011126563312824002,True
CDS2 (8760),-0.011121234284076433,0.011121234284076433,True
HIF1A (3091),-0.011112308670605265,0.011112308670605265,True
SYNC (81493),0.011109363337255497,0.011109363337255497,True
ZNF593OS (118568799),0.010917367715698782,0.010917367715698782,True
GPR34 (2857),0.010827393367217147,0.010827393367217147,True
DEFB1 (1672),-0.010763246774335985,0.010763246774335985,True
ZNF655 (79027),-0.01062579510472908,0.01062579510472908,True
CPA3 (1359),0.010548105744703438,0.010548105744703438,True
ZNF525 (170958),0.010506925124831345,0.010506925124831345,True
RWDD2A (112611),0.010373055476955852,0.010373055476955852,True
NAA38 (84316),0.010352389607968549,0.010352389607968549,True
OR52I1 (390037),0.010331511704445958,0.010331511704445958,True
PLEKHG4B (153478),0.010316805175970197,0.010316805175970197,True
PDRG1 (81572),0.010245552480252803,0.010245552480252803,True
FRMD4B (23150),-0.01019697298563532,0.01019697298563532,True
GOLGA8J (653073),0.010154062352186355,0.010154062352186355,True
OR8G5 (219865),0.01012764893644641,0.01012764893644641,True
PGM5 (5239),0.010095550227410101,0.010095550227410101,True
SPRY4 (81848),-0.010072088887758995,0.010072088887758995,True
SLC20A1 (6574),-0.010057716742995392,0.010057716742995392,True
CST4 (1472),-0.01005201789252079,0.01005201789252079,True
FAM90A19 (728753),0.00986149172424722,0.00986149172424722,True
FAM90A18 (441326),0.00986112868319293,0.00986112868319293,True
MANSC4 (100287284),0.009816130737664285,0.009816130737664285,True
PRKN (5071),0.009724598191331906,0.009724598191331906,True
DNAAF8 (146562),0.00963297355373329,0.00963297355373329,True
ARHGEF10 (9639),0.009614326274082987,0.009614326274082987,True
MRS2 (57380),0.00957786450796766,0.00957786450796766,True
ZNF98 (148198),0.009543703061853235,0.009543703061853235,True
CHCT1 (124773),-0.009533570557048744,0.009533570557048744,True
PGM3 (5238),0.009513742984144213,0.009513742984144213,True
PRODH2 (58510),-0.009442915009274964,0.009442915009274964,True
PLAT (5327),-0.009272619274366635,0.009272619274366635,True
NCKAP5 (344148),0.009259541879184909,0.009259541879184909,True
SPEGNB (100996693),-0.009221269663661654,0.009221269663661654,True
MAGEA11 (4110),0.009153277041708159,0.009153277041708159,True
SNAPC3 (6619),0.009146710485952237,0.009146710485952237,True
MMP9 (4318),0.009131601975653166,0.009131601975653166,True
AJAP1 (55966),0.009124994431889698,0.009124994431889698,True
CIMIP2C (339778),-0.009112067656284313,0.009112067656284313,True
ADAM33 (80332),0.00893180569737648,0.00893180569737648,True
INPP1 (3628),-0.008862018305786545,0.008862018305786545,True
GALNT1 (2589),-0.008849178680362507,0.008849178680362507,True
ADSS2 (159),-0.008846744289976465,0.008846744289976465,True
DENND2B (6764),-0.008691765648949308,0.008691765648949308,True
CTSH (1512),-0.008657939393437598,0.008657939393437598,True
EMID1 (129080),0.008522711932586914,0.008522711932586914,True
NXF5 (55998),-0.008358210465189388,0.008358210465189388,True
TTLL9 (164395),0.0083388696140811,0.0083388696140811,True
OGFRL1 (79627),0.008247112602480575,0.008247112602480575,True
TMEM89 (440955),-0.008246383627307532,0.008246383627307532,True
UBE2W (55284),0.008228536408310949,0.008228536408310949,True
TBX18 (9096),-0.00817591002650401,0.00817591002650401,True
SNX9 (51429),0.008142760106278301,0.008142760106278301,True
OSBPL3 (26031),-0.008107634020239451,0.008107634020239451,True
PRB1 (5542),-0.008086511816400334,0.008086511816400334,True
CRP (1401),-0.007991996849296239,0.007991996849296239,True
SSX3 (10214),-0.007974182377120751,0.007974182377120751,True
TPP2 (7174),-0.007965838659015933,0.007965838659015933,True
TIMM8B (26521),0.00791839325613,0.00791839325613,True
C6orf58 (352999),0.007909243100902437,0.007909243100902437,True
DEFB105A (245908),0.007756326240059754,0.007756326240059754,True
ZNF347 (84671),0.0077298890566627676,0.0077298890566627676,True
CEP70 (80321),0.007723545924837384,0.007723545924837384,True
ZNF676 (163223),0.0075847911521701875,0.0075847911521701875,True
DHDH (27294),-0.007437692411712484,0.007437692411712484,True
CBFA2T2 (9139),0.007433868238462082,0.007433868238462082,True
RAB3B (5865),0.007387348347409162,0.007387348347409162,True
ZFPL1 (7542),0.007353674130900849,0.007353674130900849,True
CRNN (49860),0.007345383566984344,0.007345383566984344,True
CT47A12 (100507170),0.007330688443983004,0.007330688443983004,True
PARP8 (79668),-0.0073146865871198865,0.0073146865871198865,True
FGFR1 (2260),0.007272795924734039,0.007272795924734039,True
SLFNL1 (200172),0.007216778915920596,0.007216778915920596,True
SEC14L3 (266629),-0.007209144850510039,0.007209144850510039,True
ZNF320 (162967),0.007208845094855926,0.007208845094855926,True
OPN1MW (2652),-0.007150546586608595,0.007150546586608595,True
WNT16 (51384),-0.007118497155551617,0.007118497155551617,True
PLEKHG4 (25894),0.0069848713542615196,0.0069848713542615196,True
KRT35 (3886),0.006967647271717506,0.006967647271717506,True
C9orf40 (55071),0.006923313324248714,0.006923313324248714,True
SVEP1 (79987),0.006905004938962098,0.006905004938962098,True
TTC23 (64927),-0.006898737506602553,0.006898737506602553,True
FAM180A (389558),0.006880528997505707,0.006880528997505707,True
MAP4K1 (11184),0.006753851191892834,0.006753851191892834,True
CDH6 (1004),0.006549391018123294,0.006549391018123294,True
CFAP52 (146845),0.006531609225570693,0.006531609225570693,True
PFKFB3 (5209),-0.006432659372314386,0.006432659372314386,True
C20orf141 (128653),0.006371919211939804,0.006371919211939804,True
CTNNB1 (1499),-0.00637005056817561,0.00637005056817561,True
MRPL33 (9553),0.006354544148509085,0.006354544148509085,True
FBXO6 (26270),0.0063371733633857666,0.0063371733633857666,True
FNTB (2342),-0.006302351119614409,0.006302351119614409,True
ZDHHC8 (29801),-0.006267417663783796,0.006267417663783796,True
CYB5B (80777),-0.006246086038035425,0.006246086038035425,True
FOXA2 (3170),-0.006213968296807919,0.006213968296807919,True
NPPC (4880),-0.0061851727186196075,0.0061851727186196075,True
PAWR (5074),0.006160173644856701,0.006160173644856701,True
OR13C3 (138803),0.006148443714747441,0.006148443714747441,True
APLNR (187),-0.00614622483490676,0.00614622483490676,True
CFAP92 (57501),0.006080348360565048,0.006080348360565048,True
RETSAT (54884),-0.006027978572107594,0.006027978572107594,True
SLC26A8 (116369),0.005977106774387809,0.005977106774387809,True
STC2 (8614),0.0059274058075180795,0.0059274058075180795,True
MAS1 (4142),0.005871946793590396,0.005871946793590396,True
MAGEA10 (4109),0.005867719301816937,0.005867719301816937,True
GPR17 (2840),0.005842585044093931,0.005842585044093931,True
ARSH (347527),0.005770104253478802,0.005770104253478802,True
AADAC (13),-0.005700608068227678,0.005700608068227678,True
SLC25A21 (89874),0.005699128546370775,0.005699128546370775,True
CFHR2 (3080),-0.005664265031042685,0.005664265031042685,True
STK32A (202374),-0.005651967067742798,0.005651967067742798,True
MAGEB10 (139422),0.005619405785298823,0.005619405785298823,True
DLX3 (1747),0.00559397550987191,0.00559397550987191,True
IL37 (27178),-0.005525697061495002,0.005525697061495002,True
DLST (1743),-0.005520775087746387,0.005520775087746387,True
MED20 (9477),0.005508307503828598,0.005508307503828598,True
ETV6 (2120),-0.005446861478997323,0.005446861478997323,True
ENTREP2 (23359),0.005372267939233686,0.005372267939233686,True
RND1 (27289),-0.005342792594502466,0.005342792594502466,True
TMC7 (79905),-0.005282567093098966,0.005282567093098966,True
CYB5RL (606495),0.005143300346072273,0.005143300346072273,True
MYH16 (84176),-0.005092195672259311,0.005092195672259311,True
RARRES1 (5918),-0.005087961336959877,0.005087961336959877,True
SPINT4 (391253),-0.0050877452130032854,0.0050877452130032854,True
PRKAA2 (5563),0.004956099465114662,0.004956099465114662,True
TBX20 (57057),0.004954996034606109,0.004954996034606109,True
CPA2 (1358),-0.004940507223344186,0.004940507223344186,True
CWC15 (51503),0.004925208339587186,0.004925208339587186,True
CUBN (8029),-0.0048970749314878985,0.0048970749314878985,True
NANS (54187),0.004808959900422449,0.004808959900422449,True
TSPAN14 (81619),-0.0047789476528450345,0.0047789476528450345,True
TRADD (8717),-0.004777740172995161,0.004777740172995161,True
TMIE (259236),0.004705713899535005,0.004705713899535005,True
GPD1 (2819),-0.004672776336712871,0.004672776336712871,True
RTP4 (64108),-0.00464596368447185,0.00464596368447185,True
THEM4 (117145),-0.004636838552971872,0.004636838552971872,True
MFSD13A (79847),-0.004583867958119623,0.004583867958119623,True
SRPRA (6734),0.004555937894788921,0.004555937894788921,True
FILIP1 (27145),0.0045541994967434754,0.0045541994967434754,True
WEE2 (494551),-0.004523129321638106,0.004523129321638106,True
TRIM60 (166655),0.0045099820175857,0.0045099820175857,True
FAM110D (79927),-0.004506321254971384,0.004506321254971384,True
TRAPPC13 (80006),-0.00442159752004352,0.00442159752004352,True
LCE5A (254910),-0.004295187044377144,0.004295187044377144,True
AP3B1 (8546),-0.004274374384536646,0.004274374384536646,True
HIKESHI (51501),0.0042440737106546455,0.0042440737106546455,True
DNASE1 (1773),0.00422188811047769,0.00422188811047769,True
BRDT (676),0.004177506822685592,0.004177506822685592,True
ADAMTS8 (11095),0.004126177182060884,0.004126177182060884,True
PHYHD1 (254295),-0.004120861405335712,0.004120861405335712,True
KLC4 (89953),0.004086801256405408,0.004086801256405408,True
PIWIL2 (55124),-0.004072521732426941,0.004072521732426941,True
USP6NL (9712),-0.004064905665169186,0.004064905665169186,True
GALNT11 (63917),0.0040189948647862215,0.0040189948647862215,True
PPP1R42 (286187),0.004016539168608081,0.004016539168608081,True
MUC12 (10071),-0.003995893452829365,0.003995893452829365,True
GPR156 (165829),0.003970254099243955,0.003970254099243955,True
ZNF781 (163115),0.003922419259380635,0.003922419259380635,True
PERM1 (84808),0.00380110287548832,0.00380110287548832,True
GRM3 (2913),0.0037417501637793562,0.0037417501637793562,True
PDE4DIP (9659),0.003738193322611821,0.003738193322611821,True
NOTCH2NLA (388677),0.003720884038448846,0.003720884038448846,True
TAGLN (6876),0.003710764788306938,0.003710764788306938,True
ATP5MG (10632),0.0036726660423766493,0.0036726660423766493,True
MS4A18 (728588),0.0036475323159314618,0.0036475323159314618,True
DGLUCY (80017),-0.0036324546598198886,0.0036324546598198886,True
TBCC (6903),0.0035929227289905005,0.0035929227289905005,True
TRIM31 (11074),-0.0035408482173607406,0.0035408482173607406,True
ERVV-2 (100271846),0.0035030696341893696,0.0035030696341893696,True
TCN1 (6947),-0.0034847017733691857,0.0034847017733691857,True
KRTAP2-2 (728279),0.003446605132801482,0.003446605132801482,True
AIF1L (83543),0.0034179206838870456,0.0034179206838870456,True
SLITRK5 (26050),0.003357773703986752,0.003357773703986752,True
NDUFA12 (55967),0.0032294952848371263,0.0032294952848371263,True
BAX (581),-0.003204211165336812,0.003204211165336812,True
AQP7 (364),-0.0031827878955834913,0.0031827878955834913,True
SEMA6B (10501),-0.0030639524707132427,0.0030639524707132427,True
APOC1 (341),-0.003051499848266478,0.003051499848266478,True
OSER1 (51526),0.002973289578596907,0.002973289578596907,True
IFNL1 (282618),-0.0029338348841620116,0.0029338348841620116,True
CMTR1 (23070),0.0029298938793913304,0.0029298938793913304,True
ING1 (3621),-0.00292430365874874,0.00292430365874874,True
LGALS8 (3964),-0.0028200920979100383,0.0028200920979100383,True
ARHGAP4 (393),-0.002812010432097965,0.002812010432097965,True
PRSS57 (400668),0.002780499365632225,0.002780499365632225,True
H2AC14 (8331),-0.0027758268305298935,0.0027758268305298935,True
LYSMD1 (388695),0.0027543814433233288,0.0027543814433233288,True
H4C11 (8363),-0.0027034390257692797,0.0027034390257692797,True
ZNF236 (7776),0.0026984593592531574,0.0026984593592531574,True
ALPL (249),0.002614925099868819,0.002614925099868819,True
ALOX5 (240),-0.002601242624906072,0.002601242624906072,True
DNAAF19 (388389),-0.002593204581459102,0.002593204581459102,True
CST1 (1469),-0.0025432111596550926,0.0025432111596550926,True
EXOC3L4 (91828),-0.002540710718834704,0.002540710718834704,True
SRMS (6725),0.002516106978307658,0.002516106978307658,True
CAPN2 (824),-0.0025131263424164737,0.0025131263424164737,True
TMEM258 (746),0.002499550609684212,0.002499550609684212,True
GMCL2 (64396),0.002456017805581482,0.002456017805581482,True
PRR4 (11272),-0.0024554567841867914,0.0024554567841867914,True
DHRS1 (115817),-0.0024017362299573884,0.0024017362299573884,True
PRAMEF20 (645425),-0.002255342933856014,0.002255342933856014,True
PAGE1 (8712),0.0021769458990415235,0.0021769458990415235,True
ZNF366 (167465),0.002143477589654695,0.002143477589654695,True
RGS13 (6003),-0.0021293619910955795,0.0021293619910955795,True
DFFA (1676),0.002123488339963161,0.002123488339963161,True
TSPAN18 (90139),0.002080812020660974,0.002080812020660974,True
TMEM132D (121256),0.0020688269461418534,0.0020688269461418534,True
PHF8 (23133),0.002061688233404797,0.002061688233404797,True
REDIC1 (283461),0.0019960729359393917,0.0019960729359393917,True
CREG2 (200407),-0.0019841346583346826,0.0019841346583346826,True
LRRC3B (116135),0.001973961641232186,0.001973961641232186,True
LTBP3 (4054),-0.001973243649624524,0.001973243649624524,True
TP53 (7157),0.001966049565059728,0.001966049565059728,True
CEP20 (123811),0.0019297049937415174,0.0019297049937415174,True
ETV1 (2115),-0.001919741009226059,0.001919741009226059,True
DKK1 (22943),-0.0018935315759950869,0.0018935315759950869,True
FOXN3 (1112),0.0018703718626702432,0.0018703718626702432,True
INO80C (125476),-0.0017803820825620445,0.0017803820825620445,True
PRDX4 (10549),0.0017131903425291882,0.0017131903425291882,True
SPMIP5 (143379),0.0017083844491473854,0.0017083844491473854,True
SPTBN1 (6711),-0.0016680604278731224,0.0016680604278731224,True
ECHDC2 (55268),0.0015891233474470063,0.0015891233474470063,True
CACNA1E (777),0.0015052210919765617,0.0015052210919765617,True
SC5D (6309),0.0014950003074631628,0.0014950003074631628,True
RENBP (5973),-0.0014923032703982474,0.0014923032703982474,True
LCE4A (199834),0.0014888695341063651,0.0014888695341063651,True
PSMB10 (5699),-0.001468142858077238,0.001468142858077238,True
CEACAM16 (388551),0.0014593770140286432,0.0014593770140286432,True
COPB2 (9276),0.0014556225485983403,0.0014556225485983403,True
ILRUN (64771),0.0014549381551403216,0.0014549381551403216,True
HLA-DQB1 (3119),-0.0013892616331327833,0.0013892616331327833,True
OPN1MW2 (728458),-0.001316190512604149,0.001316190512604149,True
PANK2 (80025),-0.0013030796217377164,0.0013030796217377164,True
DYDC1 (143241),0.0012682184417010986,0.0012682184417010986,True
KIR2DL4 (3805),0.001223442270634704,0.001223442270634704,True
FCER2 (2208),-0.001177880224617288,0.001177880224617288,True
C1QTNF12 (388581),0.0011558940463719657,0.0011558940463719657,True
NMNAT3 (349565),0.0011303360040677349,0.0011303360040677349,True
MAP2K6 (5608),-0.0011289854575108598,0.0011289854575108598,True
ZNF385A (25946),-0.0010574464121075435,0.0010574464121075435,True
BLTP3A (54887),0.0010079832446190265,0.0010079832446190265,True
GABRB2 (2561),0.0009939587302440476,0.0009939587302440476,True
TGM4 (7047),0.0009780787892764188,0.0009780787892764188,True
HADHA (3030),-0.0009619541123884373,0.0009619541123884373,True
PYGB (5834),-0.0009293192151254278,0.0009293192151254278,True
DNAAF6 (139212),0.0009253533750256614,0.0009253533750256614,True
ZNF695 (57116),0.0008962151839903271,0.0008962151839903271,True
ZNF718 (255403),0.0008751839913692302,0.0008751839913692302,True
FKBP4 (2288),0.0008549598513931055,0.0008549598513931055,True
RIPOR3 (140876),0.0008394903993524946,0.0008394903993524946,True
FAM209B (388799),0.0008063458311994284,0.0008063458311994284,True
CHP1 (11261),-0.0007991955927431598,0.0007991955927431598,True
EHBP1 (23301),-0.0007741599376700764,0.0007741599376700764,True
DGKE (8526),0.000745235435294142,0.000745235435294142,True
NRL (4901),-0.0007446166492042452,0.0007446166492042452,True
ANXA10 (11199),-0.0006715828823451199,0.0006715828823451199,True
EFCC1 (79825),0.0006699838101206875,0.0006699838101206875,True
RPS26 (6231),0.0006539060455685996,0.0006539060455685996,True
TRPC7 (57113),0.0006238325517226957,0.0006238325517226957,True
CEACAM18 (729767),-0.0006063078513947348,0.0006063078513947348,True
ZNF792 (126375),-0.0005865779527261779,0.0005865779527261779,True
PPWD1 (23398),-0.0005852076023896897,0.0005852076023896897,True
UCP1 (7350),0.0005509191267716525,0.0005509191267716525,True
CCN1 (3491),0.0005307208659837145,0.0005307208659837145,True
SPIN2B (474343),0.0005041915537800521,0.0005041915537800521,True
TBC1D12 (23232),0.0005032218114755173,0.0005032218114755173,True
CPLANE1 (65250),0.00048796733903167124,0.00048796733903167124,True
VPS37B (79720),-0.00047622495407665435,0.00047622495407665435,True
SCGB3A1 (92304),-0.0004553129036233226,0.0004553129036233226,True
ZSCAN4 (201516),-0.00045227377883888157,0.00045227377883888157,True
FLRT3 (23767),-0.0003855805451438165,0.0003855805451438165,True
HINFP (25988),0.0003286559135185245,0.0003286559135185245,True
PLAAT4 (5920),-0.00031321490437059667,0.00031321490437059667,True
BTBD19 (149478),-0.0003016139113224927,0.0003016139113224927,True
SIKE1 (80143),0.00028697196327150316,0.00028697196327150316,True
GOLGA7B (401647),-0.0002674026528814508,0.0002674026528814508,True
THSD7A (221981),-0.00025453280045807696,0.00025453280045807696,True
BNIP5 (389384),-0.00025394602400127006,0.00025394602400127006,True
AIRIM (54955),0.0002394997686867211,0.0002394997686867211,True
TSPY2 (64591),0.00022250775000501815,0.00022250775000501815,True
LAMC3 (10319),0.00020034958292989137,0.00020034958292989137,True
TCP11 (6954),-0.0001718728217085658,0.0001718728217085658,True
MIIP (60672),0.0001702610700577855,0.0001702610700577855,True
BEND6 (221336),0.00015422090563180053,0.00015422090563180053,True
FAM107B (83641),-0.00013482179786702752,0.00013482179786702752,True
STK24 (8428),-0.00012751406708951218,0.00012751406708951218,True
MTMR2 (8898),0.00012080628715615267,0.00012080628715615267,True
HTR3D (200909),-6.092556645790291e-05,6.092556645790291e-05,True
CGA (1081),4.4497458237430556e-05,4.4497458237430556e-05,True
TTC34 (100287898),7.591376001787423e-06,7.591376001787423e-06,True
